"","mu","epsilon"
"1",0.897093762159,0.936111566667
"2",0.850283708802,0.968261
"3",0.350537933986,0.929337733333
"4",0.0699338695775,0.916420613333
"5",0.647415001291,0.903977103333
"6",0.744862391457,0.86662816
"7",0.148734333736,0.903804633333
"8",0.623139608687,0.9706293
"9",0.364310231563,0.964449633333
"10",0.552457262705,0.9233951
"11",0.421831495672,0.954367
"12",0.0977284861967,0.994328233333
"13",0.343775594673,0.879703633333
"14",0.583420405247,0.980447166667
"15",0.604239633914,0.878971926667
"16",0.093579092349,0.984537166667
"17",0.147282557325,0.9689393
"18",0.90183877239,0.9355975
"19",0.011976288476,1
"20",0.787459769299,0.910545966667
"21",0.614766271177,0.990346
"22",0.600573878958,0.967434433333
"23",0.992861118578,0.87818549
"24",0.96213954909,0.9700139
"25",0.0723859001466,1
"26",0.718675208385,0.926686866667
"27",0.142681026842,0.869895466667
"28",0.240904982843,0.960283433333
"29",0.851955591165,0.978833266667
"30",0.713334261425,0.925288633333
"31",0.617370111615,0.913023346667
"32",0.222270315414,0.9788254
"33",0.844920598639,0.9517409
"34",0.614977290704,0.9030763
"35",0.733655529128,0.966933033333
"36",0.00853372539027,1
"37",0.843778116912,0.975770266667
"38",0.842463447415,0.9732561
"39",0.398403792817,0.931915633333
"40",0.875196502693,0.971670266667
"41",0.619477873233,0.9520976
"42",0.330759819594,0.920946866667
"43",0.201485612289,0.822076166667
"44",0.522012133073,0.9148445
"45",0.450381881967,0.979193533333
"46",0.596637487961,0.922931433333
"47",0.747435899068,0.883183106667
"48",0.859184502242,0.945939533333
"49",0.525368910823,0.958310733333
"50",0.0440803564451,1
"51",0.866739432857,0.9638671
"52",0.186629071384,0.989703033333
"53",0.0492709426474,1
"54",0.915493482322,0.962279066667
"55",0.456426566778,0.911927256667
"56",0.286275790068,0.933762866667
"57",0.416757215495,0.829473783333
"58",0.836468217835,0.9642359
"59",0.580415626647,0.963604666667
"60",0.0451297424468,1
"61",0.768581655035,0.914464163333
"62",0.492033763314,0.9628924
"63",0.479039041355,0.969980833333
"64",0.814410456852,0.965254033333
"65",0.731999233233,0.908303766667
"66",0.82436727529,0.857056286667
"67",0.173428585563,0.969038466667
"68",0.648344666281,0.876565276667
"69",0.542250483083,0.9164455
"70",0.508219427276,0.964271366667
"71",0.465654136681,0.823804423333
"72",0.240557182841,0.9684853
"73",0.198043839673,0.883182466667
"74",0.75969511876,0.983218833333
"75",0.225726602558,0.987337866667
"76",0.258649438215,0.917672633333
"77",0.68280175187,0.9703619
"78",0.805093493598,0.871662776667
"79",0.242024016313,0.867624466667
"80",0.0540945248756,1
"81",0.678892315646,0.9664137
"82",0.862808462705,0.9210482
"83",0.80440420521,0.82832146
"84",0.809730706556,0.88592
"85",0.953972736951,0.977425133333
"86",0.364276651482,0.897095626667
"87",0.288946389006,0.954511866667
"88",0.0490084981632,0.8618348
"89",0.573282581919,0.966424966667
"90",0.688918867774,0.9637751
"91",0.0500288229789,1
"92",0.0906598494503,1
"93",0.747017644079,0.925761066667
"94",0.512366308441,0.983892333333
"95",0.846602754968,0.966756333333
"96",0.695555771684,0.973339433333
"97",0.602761050986,0.963269433333
"98",0.516491316359,0.973153166667
"99",0.13227618124,0.866553706667
"100",0.498265901314,0.920763933333
"101",0.0829328303888,0.799854623333
"102",0.83384926312,0.86827888
"103",0.1137435394,0.9801894
"104",0.529002503705,0.9326872
"105",0.565508899077,0.854859253333
"106",0.367072201442,0.874226533333
"107",0.598809608454,0.9235233
"108",0.513110696643,0.9242473
"109",0.384453937102,0.892049913333
"110",0.564096399553,0.9698744
"111",0.53558320657,0.981531633333
"112",0.652826357692,0.976788866667
"113",0.652312047342,0.780405516667
"114",0.584776458379,0.9364049
"115",0.65697462799,0.969696866667
"116",0.798895559953,0.91085482
"117",0.531885741948,0.960666866667
"118",0.468541447343,0.972222433333
"119",0.5649436187,0.9329162
"120",0.651058936349,0.916625033333
"121",0.593998920513,0.9345231
"122",0.484779626998,0.9791198
"123",0.96801516698,0.931362833333
"124",0.00961663487354,1
"125",0.801518711763,0.955440666667
"126",0.912934711778,0.82937192
"127",0.106870299131,0.88864627
"128",0.433741852278,0.936349
"129",0.914853862995,0.963970933333
"130",0.238674690128,0.9267675
